timestamp,created_at_termo2,context_termo2,termo2,date (America/Bogota)
1699324572324,1699324572324,{},25.0,2023-11-06 21:36:12.324000-05:00
1699324570814,1699324570814,{},24.75,2023-11-06 21:36:10.814000-05:00
1699324569355,1699324569355,{},24.75,2023-11-06 21:36:09.355000-05:00
1699324567822,1699324567822,{},25.5,2023-11-06 21:36:07.822000-05:00
1699324566303,1699324566303,{},25.25,2023-11-06 21:36:06.303000-05:00
1699324564802,1699324564802,{},25.25,2023-11-06 21:36:04.802000-05:00
1699324563332,1699324563332,{},25.5,2023-11-06 21:36:03.332000-05:00
1699324561799,1699324561799,{},25.5,2023-11-06 21:36:01.799000-05:00
1699324560290,1699324560290,{},25.5,2023-11-06 21:36:00.290000-05:00
1699324558788,1699324558788,{},25.25,2023-11-06 21:35:58.788000-05:00
1699324557291,1699324557291,{},25.75,2023-11-06 21:35:57.291000-05:00
1699324555782,1699324555782,{},25.5,2023-11-06 21:35:55.782000-05:00
1699324554298,1699324554298,{},25.25,2023-11-06 21:35:54.298000-05:00
1699324552771,1699324552771,{},26.0,2023-11-06 21:35:52.771000-05:00
1699324551291,1699324551291,{},25.25,2023-11-06 21:35:51.291000-05:00
1699324549764,1699324549764,{},25.75,2023-11-06 21:35:49.764000-05:00
1699324548259,1699324548259,{},25.75,2023-11-06 21:35:48.259000-05:00
1699324546747,1699324546747,{},25.5,2023-11-06 21:35:46.747000-05:00
1699324545257,1699324545257,{},25.75,2023-11-06 21:35:45.257000-05:00
1699324543747,1699324543747,{},26.0,2023-11-06 21:35:43.747000-05:00
1699324542244,1699324542244,{},26.0,2023-11-06 21:35:42.244000-05:00
1699324540743,1699324540743,{},26.0,2023-11-06 21:35:40.743000-05:00
1699324539248,1699324539248,{},26.5,2023-11-06 21:35:39.248000-05:00
1699324537743,1699324537743,{},26.0,2023-11-06 21:35:37.743000-05:00
1699324536226,1699324536226,{},26.0,2023-11-06 21:35:36.226000-05:00
1699324534719,1699324534719,{},26.0,2023-11-06 21:35:34.719000-05:00
1699324533240,1699324533240,{},26.25,2023-11-06 21:35:33.240000-05:00
1699324531714,1699324531714,{},26.25,2023-11-06 21:35:31.714000-05:00
1699324530225,1699324530225,{},25.75,2023-11-06 21:35:30.225000-05:00
1699324528714,1699324528714,{},26.5,2023-11-06 21:35:28.714000-05:00
1699324527204,1699324527204,{},26.5,2023-11-06 21:35:27.204000-05:00
1699324525704,1699324525704,{},26.5,2023-11-06 21:35:25.704000-05:00
1699324524194,1699324524194,{},26.5,2023-11-06 21:35:24.194000-05:00
1699324522752,1699324522752,{},26.5,2023-11-06 21:35:22.752000-05:00
1699324521182,1699324521182,{},26.75,2023-11-06 21:35:21.182000-05:00
1699324519685,1699324519685,{},26.25,2023-11-06 21:35:19.685000-05:00
1699324518180,1699324518180,{},26.75,2023-11-06 21:35:18.180000-05:00
1699324516679,1699324516679,{},26.25,2023-11-06 21:35:16.679000-05:00
1699324515182,1699324515182,{},26.25,2023-11-06 21:35:15.182000-05:00
1699324513674,1699324513674,{},27.0,2023-11-06 21:35:13.674000-05:00
1699324512168,1699324512168,{},26.75,2023-11-06 21:35:12.168000-05:00
1699324510677,1699324510677,{},27.0,2023-11-06 21:35:10.677000-05:00
1699324509177,1699324509177,{},27.0,2023-11-06 21:35:09.177000-05:00
1699324507658,1699324507658,{},26.75,2023-11-06 21:35:07.658000-05:00
1699324506174,1699324506174,{},27.0,2023-11-06 21:35:06.174000-05:00
1699324504730,1699324504730,{},27.0,2023-11-06 21:35:04.730000-05:00
1699324503139,1699324503139,{},26.75,2023-11-06 21:35:03.139000-05:00
1699324501640,1699324501640,{},26.75,2023-11-06 21:35:01.640000-05:00
1699324500196,1699324500196,{},27.0,2023-11-06 21:35:00.196000-05:00
1699324498637,1699324498637,{},27.25,2023-11-06 21:34:58.637000-05:00
1699324497134,1699324497134,{},27.0,2023-11-06 21:34:57.134000-05:00
1699324495629,1699324495629,{},27.25,2023-11-06 21:34:55.629000-05:00
1699324494148,1699324494148,{},27.25,2023-11-06 21:34:54.148000-05:00
1699324492628,1699324492628,{},27.25,2023-11-06 21:34:52.628000-05:00
1699324491113,1699324491113,{},27.5,2023-11-06 21:34:51.113000-05:00
1699324489614,1699324489614,{},27.0,2023-11-06 21:34:49.614000-05:00
1699324488098,1699324488098,{},27.25,2023-11-06 21:34:48.098000-05:00
1699324486609,1699324486609,{},27.75,2023-11-06 21:34:46.609000-05:00
1699324485095,1699324485095,{},27.5,2023-11-06 21:34:45.095000-05:00
1699324483593,1699324483593,{},27.75,2023-11-06 21:34:43.593000-05:00
1699324482100,1699324482100,{},27.5,2023-11-06 21:34:42.100000-05:00
1699324480594,1699324480594,{},27.5,2023-11-06 21:34:40.594000-05:00
1699324479097,1699324479097,{},27.5,2023-11-06 21:34:39.097000-05:00
1699324477579,1699324477579,{},28.0,2023-11-06 21:34:37.579000-05:00
1699324476079,1699324476079,{},27.75,2023-11-06 21:34:36.079000-05:00
1699324474583,1699324474583,{},27.25,2023-11-06 21:34:34.583000-05:00
1699324473064,1699324473064,{},28.25,2023-11-06 21:34:33.064000-05:00
1699324471559,1699324471559,{},28.25,2023-11-06 21:34:31.559000-05:00
1699324470080,1699324470080,{},28.25,2023-11-06 21:34:30.080000-05:00
1699324468564,1699324468564,{},28.25,2023-11-06 21:34:28.564000-05:00
1699324467066,1699324467066,{},28.25,2023-11-06 21:34:27.066000-05:00
1699324465559,1699324465559,{},27.75,2023-11-06 21:34:25.559000-05:00
1699324464052,1699324464052,{},28.5,2023-11-06 21:34:24.052000-05:00
1699324462537,1699324462537,{},28.5,2023-11-06 21:34:22.537000-05:00
1699324461057,1699324461057,{},28.5,2023-11-06 21:34:21.057000-05:00
1699324459534,1699324459534,{},28.5,2023-11-06 21:34:19.534000-05:00
1699324458040,1699324458040,{},28.75,2023-11-06 21:34:18.040000-05:00
1699324456532,1699324456532,{},28.25,2023-11-06 21:34:16.532000-05:00
1699324455027,1699324455027,{},28.75,2023-11-06 21:34:15.027000-05:00
1699324453517,1699324453517,{},28.75,2023-11-06 21:34:13.517000-05:00
1699324452014,1699324452014,{},28.75,2023-11-06 21:34:12.014000-05:00
1699324450522,1699324450522,{},28.5,2023-11-06 21:34:10.522000-05:00
1699324449009,1699324449009,{},29.0,2023-11-06 21:34:09.009000-05:00
1699324447508,1699324447508,{},29.25,2023-11-06 21:34:07.508000-05:00
1699324446015,1699324446015,{},29.25,2023-11-06 21:34:06.015000-05:00
1699324444509,1699324444509,{},29.25,2023-11-06 21:34:04.509000-05:00
1699324442999,1699324442999,{},29.25,2023-11-06 21:34:02.999000-05:00
1699324441499,1699324441499,{},29.25,2023-11-06 21:34:01.499000-05:00
1699324439990,1699324439990,{},29.5,2023-11-06 21:33:59.990000-05:00
1699324438502,1699324438502,{},29.5,2023-11-06 21:33:58.502000-05:00
1699324436985,1699324436985,{},29.25,2023-11-06 21:33:56.985000-05:00
1699324435547,1699324435547,{},29.25,2023-11-06 21:33:55.547000-05:00
1699324433980,1699324433980,{},30.25,2023-11-06 21:33:53.980000-05:00
1699324432473,1699324432473,{},29.5,2023-11-06 21:33:52.473000-05:00
1699324430959,1699324430959,{},29.5,2023-11-06 21:33:50.959000-05:00
1699324429503,1699324429503,{},29.75,2023-11-06 21:33:49.503000-05:00
1699324427953,1699324427953,{},30.0,2023-11-06 21:33:47.953000-05:00
1699324426567,1699324426567,{},29.75,2023-11-06 21:33:46.567000-05:00
1699324424953,1699324424953,{},30.0,2023-11-06 21:33:44.953000-05:00
1699324423463,1699324423463,{},30.0,2023-11-06 21:33:43.463000-05:00
1699324421947,1699324421947,{},29.75,2023-11-06 21:33:41.947000-05:00
1699324420440,1699324420440,{},30.0,2023-11-06 21:33:40.440000-05:00
1699324418940,1699324418940,{},30.0,2023-11-06 21:33:38.940000-05:00
1699324417444,1699324417444,{},30.25,2023-11-06 21:33:37.444000-05:00
1699324415923,1699324415923,{},30.25,2023-11-06 21:33:35.923000-05:00
1699324414419,1699324414419,{},30.5,2023-11-06 21:33:34.419000-05:00
1699324412910,1699324412910,{},30.25,2023-11-06 21:33:32.910000-05:00
1699324411418,1699324411418,{},30.75,2023-11-06 21:33:31.418000-05:00
1699324409919,1699324409919,{},30.75,2023-11-06 21:33:29.919000-05:00
1699324408436,1699324408436,{},30.25,2023-11-06 21:33:28.436000-05:00
1699324406909,1699324406909,{},30.5,2023-11-06 21:33:26.909000-05:00
1699324405408,1699324405408,{},31.0,2023-11-06 21:33:25.408000-05:00
1699324403904,1699324403904,{},30.75,2023-11-06 21:33:23.904000-05:00
1699324402397,1699324402397,{},30.75,2023-11-06 21:33:22.397000-05:00
1699324400907,1699324400907,{},30.75,2023-11-06 21:33:20.907000-05:00
1699324399430,1699324399430,{},31.25,2023-11-06 21:33:19.430000-05:00
1699324397886,1699324397886,{},31.75,2023-11-06 21:33:17.886000-05:00
1699324396694,1699324396694,{},31.5,2023-11-06 21:33:16.694000-05:00
1699324394884,1699324394884,{},31.5,2023-11-06 21:33:14.884000-05:00
1699324393377,1699324393377,{},32.0,2023-11-06 21:33:13.377000-05:00
1699324391983,1699324391983,{},31.5,2023-11-06 21:33:11.983000-05:00
1699324390387,1699324390387,{},31.5,2023-11-06 21:33:10.387000-05:00
1699324388889,1699324388889,{},31.25,2023-11-06 21:33:08.889000-05:00
1699324387399,1699324387399,{},31.75,2023-11-06 21:33:07.399000-05:00
1699324385856,1699324385856,{},32.0,2023-11-06 21:33:05.856000-05:00
1699324384353,1699324384353,{},31.75,2023-11-06 21:33:04.353000-05:00
1699324382850,1699324382850,{},31.75,2023-11-06 21:33:02.850000-05:00
1699324381340,1699324381340,{},32.5,2023-11-06 21:33:01.340000-05:00
1699324379842,1699324379842,{},32.75,2023-11-06 21:32:59.842000-05:00
1699324378345,1699324378345,{},32.0,2023-11-06 21:32:58.345000-05:00
1699324376863,1699324376863,{},32.0,2023-11-06 21:32:56.863000-05:00
1699324375338,1699324375338,{},33.0,2023-11-06 21:32:55.338000-05:00
1699324373826,1699324373826,{},33.0,2023-11-06 21:32:53.826000-05:00
1699324372364,1699324372364,{},32.75,2023-11-06 21:32:52.364000-05:00
1699324370858,1699324370858,{},32.5,2023-11-06 21:32:50.858000-05:00
1699324369313,1699324369313,{},33.25,2023-11-06 21:32:49.313000-05:00
1699324367827,1699324367827,{},33.25,2023-11-06 21:32:47.827000-05:00
1699324366363,1699324366363,{},32.75,2023-11-06 21:32:46.363000-05:00
1699324364822,1699324364822,{},33.25,2023-11-06 21:32:44.822000-05:00
1699324363298,1699324363298,{},33.5,2023-11-06 21:32:43.298000-05:00
1699324361798,1699324361798,{},33.5,2023-11-06 21:32:41.798000-05:00
1699324360297,1699324360297,{},33.75,2023-11-06 21:32:40.297000-05:00
1699324358784,1699324358784,{},33.75,2023-11-06 21:32:38.784000-05:00
1699324357323,1699324357323,{},33.5,2023-11-06 21:32:37.323000-05:00
1699324355782,1699324355782,{},33.5,2023-11-06 21:32:35.782000-05:00
1699324354288,1699324354288,{},34.25,2023-11-06 21:32:34.288000-05:00
1699324352793,1699324352793,{},34.25,2023-11-06 21:32:32.793000-05:00
1699324351267,1699324351267,{},34.25,2023-11-06 21:32:31.267000-05:00
1699324349776,1699324349776,{},34.5,2023-11-06 21:32:29.776000-05:00
1699324348264,1699324348264,{},34.5,2023-11-06 21:32:28.264000-05:00
1699324346754,1699324346754,{},34.5,2023-11-06 21:32:26.754000-05:00
1699324345292,1699324345292,{},35.0,2023-11-06 21:32:25.292000-05:00
1699324343768,1699324343768,{},35.0,2023-11-06 21:32:23.768000-05:00
1699324342246,1699324342246,{},34.75,2023-11-06 21:32:22.246000-05:00
1699324340740,1699324340740,{},35.0,2023-11-06 21:32:20.740000-05:00
1699324339237,1699324339237,{},35.5,2023-11-06 21:32:19.237000-05:00
1699324337743,1699324337743,{},35.5,2023-11-06 21:32:17.743000-05:00
1699324336233,1699324336233,{},35.5,2023-11-06 21:32:16.233000-05:00
1699324334752,1699324334752,{},35.25,2023-11-06 21:32:14.752000-05:00
1699324333223,1699324333223,{},35.5,2023-11-06 21:32:13.223000-05:00
1699324331717,1699324331717,{},35.75,2023-11-06 21:32:11.717000-05:00
1699324330220,1699324330220,{},36.0,2023-11-06 21:32:10.220000-05:00
1699324328704,1699324328704,{},36.0,2023-11-06 21:32:08.704000-05:00
1699324327229,1699324327229,{},36.0,2023-11-06 21:32:07.229000-05:00
1699324325712,1699324325712,{},36.0,2023-11-06 21:32:05.712000-05:00
1699324324222,1699324324222,{},36.25,2023-11-06 21:32:04.222000-05:00
1699324322694,1699324322694,{},36.25,2023-11-06 21:32:02.694000-05:00
1699324321185,1699324321185,{},36.5,2023-11-06 21:32:01.185000-05:00
1699324319694,1699324319694,{},36.75,2023-11-06 21:31:59.694000-05:00
1699324318184,1699324318184,{},37.0,2023-11-06 21:31:58.184000-05:00
1699324316689,1699324316689,{},37.0,2023-11-06 21:31:56.689000-05:00
1699324315169,1699324315169,{},37.0,2023-11-06 21:31:55.169000-05:00
1699324313712,1699324313712,{},37.25,2023-11-06 21:31:53.712000-05:00
1699324312167,1699324312167,{},37.5,2023-11-06 21:31:52.167000-05:00
1699324310663,1699324310663,{},37.5,2023-11-06 21:31:50.663000-05:00
1699324309166,1699324309166,{},37.75,2023-11-06 21:31:49.166000-05:00
1699324307686,1699324307686,{},38.0,2023-11-06 21:31:47.686000-05:00
1699324306163,1699324306163,{},38.25,2023-11-06 21:31:46.163000-05:00
1699324304640,1699324304640,{},38.0,2023-11-06 21:31:44.640000-05:00
1699324303149,1699324303149,{},38.25,2023-11-06 21:31:43.149000-05:00
1699324301644,1699324301644,{},38.25,2023-11-06 21:31:41.644000-05:00
1699324300143,1699324300143,{},37.75,2023-11-06 21:31:40.143000-05:00
1699324298638,1699324298638,{},38.5,2023-11-06 21:31:38.638000-05:00
1699324297127,1699324297127,{},38.75,2023-11-06 21:31:37.127000-05:00
1699324295639,1699324295639,{},38.75,2023-11-06 21:31:35.639000-05:00
1699324294180,1699324294180,{},38.75,2023-11-06 21:31:34.180000-05:00
1699324292620,1699324292620,{},39.0,2023-11-06 21:31:32.620000-05:00
1699324291138,1699324291138,{},39.0,2023-11-06 21:31:31.138000-05:00
1699324289621,1699324289621,{},39.0,2023-11-06 21:31:29.621000-05:00
1699324288111,1699324288111,{},39.75,2023-11-06 21:31:28.111000-05:00
1699324286658,1699324286658,{},39.5,2023-11-06 21:31:26.658000-05:00
1699324285089,1699324285089,{},40.0,2023-11-06 21:31:25.089000-05:00
1699324283605,1699324283605,{},39.5,2023-11-06 21:31:23.605000-05:00
1699324282099,1699324282099,{},40.25,2023-11-06 21:31:22.099000-05:00
1699324280617,1699324280617,{},40.5,2023-11-06 21:31:20.617000-05:00
1699324279087,1699324279087,{},40.5,2023-11-06 21:31:19.087000-05:00
1699324277578,1699324277578,{},40.75,2023-11-06 21:31:17.578000-05:00
1699324276094,1699324276094,{},40.75,2023-11-06 21:31:16.094000-05:00
1699324274568,1699324274568,{},41.25,2023-11-06 21:31:14.568000-05:00
1699324273073,1699324273073,{},41.25,2023-11-06 21:31:13.073000-05:00
1699324271573,1699324271573,{},41.5,2023-11-06 21:31:11.573000-05:00
1699324270083,1699324270083,{},41.5,2023-11-06 21:31:10.083000-05:00
1699324268553,1699324268553,{},41.5,2023-11-06 21:31:08.553000-05:00
1699324267064,1699324267064,{},41.5,2023-11-06 21:31:07.064000-05:00
1699324265547,1699324265547,{},41.5,2023-11-06 21:31:05.547000-05:00
1699324264057,1699324264057,{},42.5,2023-11-06 21:31:04.057000-05:00
1699324262556,1699324262556,{},42.5,2023-11-06 21:31:02.556000-05:00
1699324261042,1699324261042,{},42.5,2023-11-06 21:31:01.042000-05:00
1699324259541,1699324259541,{},42.75,2023-11-06 21:30:59.541000-05:00
1699324258019,1699324258019,{},42.5,2023-11-06 21:30:58.019000-05:00
1699324256519,1699324256519,{},43.0,2023-11-06 21:30:56.519000-05:00
1699324255068,1699324255068,{},43.5,2023-11-06 21:30:55.068000-05:00
1699324253518,1699324253518,{},43.5,2023-11-06 21:30:53.518000-05:00
1699324252038,1699324252038,{},43.75,2023-11-06 21:30:52.038000-05:00
1699324250625,1699324250625,{},43.5,2023-11-06 21:30:50.625000-05:00
1699324249002,1699324249002,{},43.75,2023-11-06 21:30:49.002000-05:00
1699324247542,1699324247542,{},44.0,2023-11-06 21:30:47.542000-05:00
1699324246007,1699324246007,{},44.25,2023-11-06 21:30:46.007000-05:00
1699324244502,1699324244502,{},44.25,2023-11-06 21:30:44.502000-05:00
1699324242999,1699324242999,{},44.25,2023-11-06 21:30:42.999000-05:00
1699324241505,1699324241505,{},45.0,2023-11-06 21:30:41.505000-05:00
1699324239997,1699324239997,{},45.0,2023-11-06 21:30:39.997000-05:00
1699324238477,1699324238477,{},45.0,2023-11-06 21:30:38.477000-05:00
1699324237007,1699324237007,{},45.25,2023-11-06 21:30:37.007000-05:00
1699324235477,1699324235477,{},45.5,2023-11-06 21:30:35.477000-05:00
1699324233983,1699324233983,{},46.0,2023-11-06 21:30:33.983000-05:00
1699324232464,1699324232464,{},46.0,2023-11-06 21:30:32.464000-05:00
1699324230957,1699324230957,{},46.5,2023-11-06 21:30:30.957000-05:00
1699324229453,1699324229453,{},46.0,2023-11-06 21:30:29.453000-05:00
1699324227946,1699324227946,{},46.75,2023-11-06 21:30:27.946000-05:00
1699324226446,1699324226446,{},46.75,2023-11-06 21:30:26.446000-05:00
1699324224933,1699324224933,{},47.25,2023-11-06 21:30:24.933000-05:00
1699324223436,1699324223436,{},46.75,2023-11-06 21:30:23.436000-05:00
1699324221941,1699324221941,{},47.75,2023-11-06 21:30:21.941000-05:00
1699324220427,1699324220427,{},47.5,2023-11-06 21:30:20.427000-05:00
1699324218948,1699324218948,{},48.0,2023-11-06 21:30:18.948000-05:00
1699324217427,1699324217427,{},48.25,2023-11-06 21:30:17.427000-05:00
1699324215940,1699324215940,{},48.5,2023-11-06 21:30:15.940000-05:00
1699324214426,1699324214426,{},48.75,2023-11-06 21:30:14.426000-05:00
1699324212909,1699324212909,{},48.75,2023-11-06 21:30:12.909000-05:00
1699324211408,1699324211408,{},49.25,2023-11-06 21:30:11.408000-05:00
1699324209905,1699324209905,{},49.0,2023-11-06 21:30:09.905000-05:00
1699324208412,1699324208412,{},49.75,2023-11-06 21:30:08.412000-05:00
1699324206893,1699324206893,{},49.75,2023-11-06 21:30:06.893000-05:00
1699324205419,1699324205419,{},49.75,2023-11-06 21:30:05.419000-05:00
1699324203888,1699324203888,{},50.25,2023-11-06 21:30:03.888000-05:00
1699324202393,1699324202393,{},50.25,2023-11-06 21:30:02.393000-05:00
1699324200918,1699324200918,{},50.75,2023-11-06 21:30:00.918000-05:00
1699324199378,1699324199378,{},51.0,2023-11-06 21:29:59.378000-05:00
1699324197899,1699324197899,{},51.25,2023-11-06 21:29:57.899000-05:00
1699324196363,1699324196363,{},51.5,2023-11-06 21:29:56.363000-05:00
1699324194896,1699324194896,{},51.75,2023-11-06 21:29:54.896000-05:00
1699324193367,1699324193367,{},52.25,2023-11-06 21:29:53.367000-05:00
1699324191852,1699324191852,{},52.25,2023-11-06 21:29:51.852000-05:00
1699324190366,1699324190366,{},52.5,2023-11-06 21:29:50.366000-05:00
1699324188863,1699324188863,{},52.5,2023-11-06 21:29:48.863000-05:00
1699324187342,1699324187342,{},52.75,2023-11-06 21:29:47.342000-05:00
1699324185881,1699324185881,{},53.0,2023-11-06 21:29:45.881000-05:00
1699324184360,1699324184360,{},53.5,2023-11-06 21:29:44.360000-05:00
1699324182831,1699324182831,{},54.0,2023-11-06 21:29:42.831000-05:00
1699324181329,1699324181329,{},54.25,2023-11-06 21:29:41.329000-05:00
1699324179815,1699324179815,{},54.5,2023-11-06 21:29:39.815000-05:00
1699324178323,1699324178323,{},54.75,2023-11-06 21:29:38.323000-05:00
1699324176836,1699324176836,{},54.75,2023-11-06 21:29:36.836000-05:00
1699324175332,1699324175332,{},55.0,2023-11-06 21:29:35.332000-05:00
1699324173816,1699324173816,{},55.75,2023-11-06 21:29:33.816000-05:00
1699324172300,1699324172300,{},56.0,2023-11-06 21:29:32.300000-05:00
1699324170818,1699324170818,{},56.5,2023-11-06 21:29:30.818000-05:00
1699324169293,1699324169293,{},56.75,2023-11-06 21:29:29.293000-05:00
1699324167790,1699324167790,{},57.0,2023-11-06 21:29:27.790000-05:00
1699324166311,1699324166311,{},57.25,2023-11-06 21:29:26.311000-05:00
1699324164799,1699324164799,{},57.5,2023-11-06 21:29:24.799000-05:00
1699324163310,1699324163310,{},58.0,2023-11-06 21:29:23.310000-05:00
1699324161782,1699324161782,{},58.25,2023-11-06 21:29:21.782000-05:00
1699324160281,1699324160281,{},58.0,2023-11-06 21:29:20.281000-05:00
1699324158769,1699324158769,{},58.75,2023-11-06 21:29:18.769000-05:00
1699324157268,1699324157268,{},59.25,2023-11-06 21:29:17.268000-05:00
1699324155874,1699324155874,{},59.75,2023-11-06 21:29:15.874000-05:00
1699324154264,1699324154264,{},60.0,2023-11-06 21:29:14.264000-05:00
1699324152753,1699324152753,{},60.25,2023-11-06 21:29:12.753000-05:00
1699324151281,1699324151281,{},60.25,2023-11-06 21:29:11.281000-05:00
1699324149748,1699324149748,{},61.0,2023-11-06 21:29:09.748000-05:00
1699324148249,1699324148249,{},61.25,2023-11-06 21:29:08.249000-05:00
1699324146754,1699324146754,{},62.0,2023-11-06 21:29:06.754000-05:00
1699324145241,1699324145241,{},62.0,2023-11-06 21:29:05.241000-05:00
1699324143761,1699324143761,{},62.5,2023-11-06 21:29:03.761000-05:00
1699324142239,1699324142239,{},62.75,2023-11-06 21:29:02.239000-05:00
1699324140757,1699324140757,{},63.5,2023-11-06 21:29:00.757000-05:00
1699324139215,1699324139215,{},63.75,2023-11-06 21:28:59.215000-05:00
1699324137733,1699324137733,{},63.75,2023-11-06 21:28:57.733000-05:00
1699324136215,1699324136215,{},64.0,2023-11-06 21:28:56.215000-05:00
1699324134703,1699324134703,{},64.5,2023-11-06 21:28:54.703000-05:00
1699324133221,1699324133221,{},65.5,2023-11-06 21:28:53.221000-05:00
1699324131707,1699324131707,{},66.0,2023-11-06 21:28:51.707000-05:00
1699324130199,1699324130199,{},66.0,2023-11-06 21:28:50.199000-05:00
1699324128692,1699324128692,{},66.5,2023-11-06 21:28:48.692000-05:00
1699324127184,1699324127184,{},67.5,2023-11-06 21:28:47.184000-05:00
1699324125703,1699324125703,{},67.25,2023-11-06 21:28:45.703000-05:00
1699324124191,1699324124191,{},68.75,2023-11-06 21:28:44.191000-05:00
1699324122677,1699324122677,{},69.0,2023-11-06 21:28:42.677000-05:00
1699324121176,1699324121176,{},69.75,2023-11-06 21:28:41.176000-05:00
1699324119669,1699324119669,{},70.25,2023-11-06 21:28:39.669000-05:00
1699324118172,1699324118172,{},71.5,2023-11-06 21:28:38.172000-05:00
1699324116659,1699324116659,{},72.25,2023-11-06 21:28:36.659000-05:00
1699324115220,1699324115220,{},73.25,2023-11-06 21:28:35.220000-05:00
1699324113652,1699324113652,{},74.5,2023-11-06 21:28:33.652000-05:00
1699324112163,1699324112163,{},75.5,2023-11-06 21:28:32.163000-05:00
1699324110669,1699324110669,{},76.75,2023-11-06 21:28:30.669000-05:00
1699324109144,1699324109144,{},78.25,2023-11-06 21:28:29.144000-05:00
1699324107660,1699324107660,{},79.5,2023-11-06 21:28:27.660000-05:00
1699324106133,1699324106133,{},82.0,2023-11-06 21:28:26.133000-05:00
